MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2182269	Carf	calcium response factor	1		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:76631 	
MGI:2182269	Carf	calcium response factor	1		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IMP		J:76631 	
MGI:2182269	Carf	calcium response factor	1		DNA-binding transcription factor activity			ISO	RGD:1306822 	J:155856 	
MGI:2182269	Carf	calcium response factor	1		DNA-binding transcription factor activity			ISO	Q8N187 	J:164563 	
MGI:1333833	Cbfa2t2	CBFA2/RUNX1 translocation partner 2	2		DNA-binding transcription factor activity			IEA	IPR003894 IPR037249 	J:72247 	
MGI:1338013	Cbfa2t3	CBFA2/RUNX1 translocation partner 3	8		DNA-binding transcription factor activity			IEA	IPR003894 IPR037249 	J:72247 	
MGI:2384831	Cc2d1a	coiled-coil and C2 domain containing 1A	8		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000317389 	J:265628 	
MGI:2384831	Cc2d1a	coiled-coil and C2 domain containing 1A	8		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:174464 	
MGI:2443076	Cc2d1b	coiled-coil and C2 domain containing 1B	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000317389 	J:265628 	
MGI:2443076	Cc2d1b	coiled-coil and C2 domain containing 1B	4		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:174464 	
MGI:1918952	Cdc5l	cell division cycle 5-like (S. pombe)	17		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q99459 	J:164563 	
MGI:88360	Cdx1	caudal type homeobox 1	18		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P47902 	J:164563 	
MGI:88360	Cdx1	caudal type homeobox 1	18		DNA-binding transcription factor activity			IBA	PTN001216652 	J:265628 	
MGI:88360	Cdx1	caudal type homeobox 1	18		DNA-binding transcription factor activity			IDA		J:179218 	
MGI:88361	Cdx2	caudal type homeobox 2	5		DNA-binding transcription factor activity			IBA	PTN001216652 	J:265628 	
MGI:88361	Cdx2	caudal type homeobox 2	5		DNA-binding transcription factor activity			IDA		J:104800 J:179218 	
MGI:88361	Cdx2	caudal type homeobox 2	5		DNA-binding transcription factor activity			ISO	RGD:621234 	J:155856 	
MGI:88361	Cdx2	caudal type homeobox 2	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q99626 	J:164563 	
MGI:88362	Cdx4	caudal type homeobox 4	X		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	O14627 	J:164563 	
MGI:88362	Cdx4	caudal type homeobox 4	X		DNA-binding transcription factor activity			IBA	PTN001216652 	J:265628 	
MGI:99480	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	7		DNA-binding transcription activator activity, RNA polymerase II-specific	uses UniProtKB:Q60994		IDA		J:117723 	
MGI:99480	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	7		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:210944 	
MGI:99480	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	7		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:2326 	J:155856 	
MGI:99480	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	7		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P49715 	J:164563 	
MGI:99480	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	7		DNA-binding transcription factor activity			IDA		J:121854 	
MGI:99480	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	7		DNA-binding transcription factor activity			ISO	P49715 	J:164563 	
MGI:99480	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	7		DNA-binding transcription factor activity			NAS		J:114121 	
MGI:99480	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	7		DNA-binding transcription factor activity, RNA polymerase II-specific	happens in intestine,uses Apob		IDA		J:64004 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in keratinocyte,regulates Krt10,happens near SO:0001668|happens in keratinocyte,regulates Tfap2a,happens near SO:0001668		IDA		J:58864 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:2327 	J:155856 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		DNA-binding transcription factor activity			IEA	IPR004827 	J:72247 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		DNA-binding transcription factor activity, RNA polymerase II-specific	happens near SO:0000165		IDA		J:152000 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		DNA-binding transcription factor activity, RNA polymerase II-specific	happens in fibroblast of cardiac tissue,uses Ptk2		IDA		J:223262 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2	contributes_to	DNA-binding transcription factor activity, RNA polymerase II-specific	uses Slc20a1,happens in vascular associated smooth muscle cell|happens in vascular associated smooth muscle cell,uses Slc20a2		IDA		J:237331 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	RGD:2327 	J:155856 	
MGI:88373	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	2		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		ISS	P21272 	J:251998 	
MGI:103573	Cebpd	CCAAT/enhancer binding protein (C/EBP), delta	16		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:210920 	
MGI:103573	Cebpd	CCAAT/enhancer binding protein (C/EBP), delta	16		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:2328 	J:155856 	
MGI:103573	Cebpd	CCAAT/enhancer binding protein (C/EBP), delta	16		DNA-binding transcription factor activity			IEA	IPR004827 	J:72247 	
MGI:103572	Cebpe	CCAAT/enhancer binding protein (C/EBP), epsilon	14		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q15744 	J:164563 	
MGI:103572	Cebpe	CCAAT/enhancer binding protein (C/EBP), epsilon	14		DNA-binding transcription factor activity			IEA	IPR004827 	J:72247 	
MGI:104982	Cebpg	CCAAT/enhancer binding protein (C/EBP), gamma	7		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P53567 	J:164563 	
MGI:104982	Cebpg	CCAAT/enhancer binding protein (C/EBP), gamma	7	NOT	DNA-binding transcription factor activity			IDA		J:29960 	
MGI:109386	Cebpz	CCAAT/enhancer binding protein zeta	17		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q03701 	J:164563 	
MGI:2146370	Cggbp1	CGG triplet repeat binding protein 1	16		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9UFW8 	J:164563 	
MGI:1913325	Chchd3	coiled-coil-helix-coiled-coil-helix domain containing 3	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9NX63 	J:164563 	
MGI:1346998	Ciao1	cytosolic iron-sulfur protein assembly 1	2		DNA-binding transcription factor activity			TAS		J:57231 	
MGI:99698	Clock	circadian locomotor output cycles kaput	5		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IC	GO:0045944 	J:87263 	
MGI:99698	Clock	circadian locomotor output cycles kaput	5		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:180477 	
MGI:99698	Clock	circadian locomotor output cycles kaput	5		DNA-binding transcription factor activity			IDA		J:76640 J:188853 	
MGI:99698	Clock	circadian locomotor output cycles kaput	5		DNA-binding transcription factor activity			ISA	Q91YB0 	J:72921 	
MGI:99698	Clock	circadian locomotor output cycles kaput	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN001126940 	J:265628 	
MGI:99698	Clock	circadian locomotor output cycles kaput	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:178280 	
MGI:88431	Cnbp	cellular nucleic acid binding protein	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P62633 	J:164563 	
MGI:2145733	Cphx1	cytoplasmic polyadenylated homeobox 1	14		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000678675 	J:265628 	
MGI:88494	Creb1	cAMP responsive element binding protein 1	1		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Zfhx3,is a part of cellular response to retinoic acid		IMP		J:165661 	
MGI:88494	Creb1	cAMP responsive element binding protein 1	1		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P16220 	J:164563 	
MGI:88494	Creb1	cAMP responsive element binding protein 1	1		DNA-binding transcription factor activity			IDA		J:79339 	
MGI:88494	Creb1	cAMP responsive element binding protein 1	1		DNA-binding transcription factor activity			ISO	RGD:620218 	J:155856 	
MGI:88494	Creb1	cAMP responsive element binding protein 1	1		DNA-binding transcription factor activity			ISO	P16220 	J:35340 	
MGI:88494	Creb1	cAMP responsive element binding protein 1	1		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	RGD:620218 	J:155856 	
MGI:88494	Creb1	cAMP responsive element binding protein 1	1		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	P16220 	J:164563 	
MGI:99946	Creb3	cAMP responsive element binding protein 3	4		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	O43889 	J:164563 	
MGI:99946	Creb3	cAMP responsive element binding protein 3	4		DNA-binding transcription factor activity			ISO	O43889 	J:164563 	
MGI:99946	Creb3	cAMP responsive element binding protein 3	4		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	O43889 	J:164563 	
MGI:1347062	Creb3l1	cAMP responsive element binding protein 3-like 1	2		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Col1a1,happens near SO:0001668		IDA		J:158242 	
MGI:1347062	Creb3l1	cAMP responsive element binding protein 3-like 1	2		DNA-binding transcription factor activity			ISS		J:57177 	
MGI:1347062	Creb3l1	cAMP responsive element binding protein 3-like 1	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q96BA8 	J:164563 	
MGI:2442695	Creb3l2	cAMP responsive element binding protein 3-like 2	6		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:210912 	
MGI:2442695	Creb3l2	cAMP responsive element binding protein 3-like 2	6		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:1306040 	J:155856 	
MGI:2442695	Creb3l2	cAMP responsive element binding protein 3-like 2	6		DNA-binding transcription factor activity			IEA	IPR004827 IPR029804 	J:72247 	
MGI:2384786	Creb3l3	cAMP responsive element binding protein 3-like 3	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q68CJ9 	J:164563 	
MGI:2384786	Creb3l3	cAMP responsive element binding protein 3-like 3	10		DNA-binding transcription factor activity			IEA	IPR004827 IPR029806 	J:72247 	
MGI:1916603	Creb3l4	cAMP responsive element binding protein 3-like 4	3		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:104257 	
MGI:1916603	Creb3l4	cAMP responsive element binding protein 3-like 4	3		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:104257 	
MGI:1916603	Creb3l4	cAMP responsive element binding protein 3-like 4	3		DNA-binding transcription factor activity			IEA	IPR004827 IPR029807 	J:72247 	
MGI:2443973	Creb5	cAMP responsive element binding protein 5	6		DNA-binding transcription activator activity, RNA polymerase II-specific	happens near SO:0001668,uses Pparg		IDA		J:156376 	
MGI:2443973	Creb5	cAMP responsive element binding protein 5	6		DNA-binding transcription factor activity			ISO	Q02930 	J:164563 	
MGI:1098280	Crebbp	CREB binding protein	16	contributes_to	DNA-binding transcription factor activity			ISO	RGD:2401 	J:155856 	
MGI:1889385	Crebl2	cAMP responsive element binding protein-like 2	6		DNA-binding transcription factor activity			IEA	IPR004827 	J:72247 	
MGI:1924378	Crebrf	CREB3 regulatory factor	17		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN001089862 	J:265628 	
MGI:1924378	Crebrf	CREB3 regulatory factor	17		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q8IUR6 	J:164563 	
MGI:1924378	Crebrf	CREB3 regulatory factor	17		DNA-binding transcription factor activity			IEA	IPR004827 	J:72247 	
MGI:2675296	Crebzf	CREB/ATF bZIP transcription factor	7		DNA-binding transcription factor activity			IEA	IPR004827 	J:72247 	
MGI:88495	Crem	cAMP responsive element modulator	18		DNA-binding transcription factor activity			IEA	IPR001630 IPR004827 	J:72247 	
MGI:88495	Crem	cAMP responsive element modulator	18		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q03060 	J:164563 	
MGI:1194883	Crx	cone-rod homeobox	7		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	O43186 	J:164563 	
MGI:1194883	Crx	cone-rod homeobox	7		DNA-binding transcription factor activity			IDA		J:97099 J:111028 	
MGI:2387989	Csrnp1	cysteine-serine-rich nuclear protein 1	9		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:129366 	
MGI:2387989	Csrnp1	cysteine-serine-rich nuclear protein 1	9		DNA-binding transcription factor activity			IDA		J:129366 	
MGI:2386852	Csrnp2	cysteine-serine-rich nuclear protein 2	15		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:129366 	
MGI:2386852	Csrnp2	cysteine-serine-rich nuclear protein 2	15		DNA-binding transcription factor activity			IDA		J:129366 	
MGI:1925021	Csrnp3	cysteine-serine-rich nuclear protein 3	2		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:129366 	
MGI:1925021	Csrnp3	cysteine-serine-rich nuclear protein 3	2		DNA-binding transcription factor activity			IDA		J:129366 	
MGI:109447	Ctcf	CCCTC-binding factor	8		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	PTN004700594 	J:265628 	
MGI:109447	Ctcf	CCCTC-binding factor	8		DNA-binding transcription factor activity			ISO	P49711 	J:164563 	
MGI:109447	Ctcf	CCCTC-binding factor	8		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P49711 	J:164563 	
MGI:3652571	Ctcfl	CCCTC-binding factor (zinc finger protein)-like	2		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q8NI51 	J:164563 	
MGI:3652571	Ctcfl	CCCTC-binding factor (zinc finger protein)-like	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN007800301 	J:265628 	
MGI:107321	Cux2	cut-like homeobox 2	5		DNA-binding transcription repressor activity, RNA polymerase II-specific	happens near SO:0001952		IDA		J:96672 	
MGI:2177632	Cys1	cystin 1	12		DNA-binding transcription activator activity, RNA polymerase II-specific	uses Myc,happens near SO:0001668		IDA		J:211149 	
MGI:1277991	Dach1	dachshund family transcription factor 1	14		DNA-binding transcription factor activity			IDA		J:86619 	
MGI:1277991	Dach1	dachshund family transcription factor 1	14		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:166952 	
MGI:1277991	Dach1	dachshund family transcription factor 1	14		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9UI36 	J:164563 	
MGI:94866	Dbp	D site albumin promoter binding protein	7		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:2491 	J:155856 	
MGI:94866	Dbp	D site albumin promoter binding protein	7		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q10586 	J:164563 	
MGI:94866	Dbp	D site albumin promoter binding protein	7		DNA-binding transcription factor activity			IEA	IPR004827 IPR040223 	J:72247 	
